photoid,label,longitude,latitude,downloadurl
6162520727,0,139.630677,35.457091,http://farm7.staticflickr.com/6158/6162520727_c1ca1e5fa9.jpg
561942927,-1,139.630823,35.456851,http://farm2.staticflickr.com/1381/561942927_fe93a926d2.jpg
6826638220,0,139.63053,35.457022,http://farm8.staticflickr.com/7178/6826638220_be0fb42395.jpg
6162542119,0,139.630361,35.457308,http://farm7.staticflickr.com/6179/6162542119_c96a11dd7c.jpg
6826627840,-1,139.63053,35.457022,http://farm8.staticflickr.com/7046/6826627840_02c4037495.jpg
6972752167,-1,139.63053,35.457022,http://farm8.staticflickr.com/7036/6972752167_981cc6f62c.jpg
6314043263,0,139.630325,35.457383,http://farm7.staticflickr.com/6053/6314043263_7a29b14f69.jpg
6163170030,0,139.63078,35.457,http://farm7.staticflickr.com/6151/6163170030_de36286e0d.jpg
6314045155,0,139.63033,35.457372,http://farm7.staticflickr.com/6115/6314045155_e3ec62d902.jpg
6315215721,-1,139.630491,35.457352,http://farm7.staticflickr.com/6051/6315215721_c31b850578.jpg
6972736967,0,139.63053,35.457022,http://farm8.staticflickr.com/7182/6972736967_804c0d948f.jpg
7627666530,-1,139.63064,35.456964,http://farm9.staticflickr.com/8001/7627666530_879890b831.jpg
6162646031,0,139.630758,35.457033,http://farm7.staticflickr.com/6158/6162646031_d962794502.jpg
6163069016,0,139.630533,35.457213,http://farm7.staticflickr.com/6166/6163069016_14ce466613.jpg
6163138732,0,139.630544,35.457244,http://farm7.staticflickr.com/6160/6163138732_eb05364bb6.jpg
6163094162,-1,139.630255,35.457352,http://farm7.staticflickr.com/6169/6163094162_bd54196b94.jpg
6162653445,0,139.630802,35.456969,http://farm7.staticflickr.com/6168/6162653445_92dbdd806e.jpg
6314567472,-1,139.631169,35.457361,http://farm7.staticflickr.com/6227/6314567472_24246a8009.jpg
6826621750,0,139.63053,35.457022,http://farm8.staticflickr.com/7039/6826621750_33779e4711.jpg
169504561,-1,139.630458,35.457209,http://farm1.staticflickr.com/72/169504561_69138aa238.jpg
6972759241,-1,139.63053,35.457022,http://farm8.staticflickr.com/7054/6972759241_dd0e983f19.jpg
6314559878,0,139.630355,35.457252,http://farm7.staticflickr.com/6216/6314559878_8073c3d294.jpg
6314041921,0,139.630355,35.457269,http://farm7.staticflickr.com/6098/6314041921_aa566cddce.jpg
6107793065,-1,139.630932,35.457308,http://farm7.staticflickr.com/6064/6107793065_90ca106530.jpg
6314563540,0,139.630338,35.457411,http://farm7.staticflickr.com/6221/6314563540_68b1221050.jpg
6826628430,-1,139.63053,35.457022,http://farm8.staticflickr.com/7209/6826628430_65ec794ce5.jpg
6314563216,-1,139.63033,35.457402,http://farm7.staticflickr.com/6235/6314563216_b0f33e70ae.jpg
6826633940,0,139.63053,35.457022,http://farm8.staticflickr.com/7192/6826633940_2ca96447ff.jpg
6826631032,-1,139.63053,35.457022,http://farm8.staticflickr.com/7045/6826631032_66e68f2023.jpg
6314042885,0,139.630613,35.457197,http://farm7.staticflickr.com/6224/6314042885_dcb972e838.jpg
6314562338,-1,139.630336,35.45738,http://farm7.staticflickr.com/6057/6314562338_acf81e2c3e.jpg
6972734615,-1,139.63053,35.457022,http://farm8.staticflickr.com/7068/6972734615_f5cd514144.jpg
6826630002,-1,139.63053,35.457022,http://farm8.staticflickr.com/7045/6826630002_7dbab59c40.jpg
6314567268,0,139.630716,35.457269,http://farm7.staticflickr.com/6211/6314567268_0c20ed127e.jpg
6162595009,-1,139.630577,35.457244,http://farm7.staticflickr.com/6153/6162595009_3beffc275f.jpg
169715397,0,139.63048,35.457209,http://farm1.staticflickr.com/71/169715397_6f6ed64240.jpg
6826636822,0,139.63053,35.457022,http://farm8.staticflickr.com/7182/6826636822_d516e274a2.jpg
6163062444,-1,139.63043,35.457283,http://farm7.staticflickr.com/6170/6163062444_4128151cc3.jpg
6826641866,0,139.63053,35.457022,http://farm8.staticflickr.com/7176/6826641866_77131dfd37.jpg
6162568939,0,139.630275,35.457458,http://farm7.staticflickr.com/6151/6162568939_b15c625626.jpg
6162551119,0,139.630366,35.457358,http://farm7.staticflickr.com/6154/6162551119_d0c2494e32.jpg
6826623462,0,139.63053,35.457022,http://farm8.staticflickr.com/7177/6826623462_cfacaa3af2.jpg
6162669709,0,139.630383,35.456986,http://farm7.staticflickr.com/6176/6162669709_589dbd5686.jpg
6162680151,-1,139.630383,35.457,http://farm7.staticflickr.com/6176/6162680151_89a8a274f1.jpg
10183383905,-1,139.631166,35.4575,http://farm3.staticflickr.com/2888/10183383905_868ee6a4b7.jpg
6163049318,-1,139.63085,35.4572,http://farm7.staticflickr.com/6154/6163049318_155a6a5164.jpg
6314045573,0,139.630486,35.457361,http://farm7.staticflickr.com/6117/6314045573_d48c596c75.jpg
6314046141,0,139.630422,35.457322,http://farm7.staticflickr.com/6223/6314046141_3d00ee26d3.jpg
6315732048,-1,139.630452,35.457322,http://farm7.staticflickr.com/6043/6315732048_5547b733ff.jpg
6314566350,-1,139.63043,35.4573,http://farm7.staticflickr.com/6233/6314566350_2127155ebc.jpg
6314042301,-1,139.630325,35.457261,http://farm7.staticflickr.com/6043/6314042301_19376dec5a.jpg
6162585649,-1,139.630083,35.457655,http://farm7.staticflickr.com/6154/6162585649_bc675cc000.jpg
6972756725,0,139.63053,35.457022,http://farm8.staticflickr.com/7047/6972756725_ecec3a7241.jpg
