photoid,label,longitude,latitude, downloadurl
8036338971,0,141.352393,43.059011,http://farm9.staticflickr.com/8462/8036338971_923d4c44da.jpg
2251104469,-1,141.3525,43.059607,http://farm3.staticflickr.com/2120/2251104469_f6789cb137.jpg
8036343430,0,141.352393,43.059011,http://farm9.staticflickr.com/8037/8036343430_62069664e9.jpg
2250251782,-1,141.3525,43.059607,http://farm3.staticflickr.com/2215/2250251782_5e2145c295.jpg
2248767958,3,141.3525,43.059607,http://farm3.staticflickr.com/2283/2248767958_534e670664.jpg
8036304840,0,141.352393,43.059011,http://farm9.staticflickr.com/8322/8036304840_f500481634.jpg
2251998870,-1,141.3525,43.059607,http://farm3.staticflickr.com/2185/2251998870_87a02d472f.jpg
8036324423,0,141.352393,43.059011,http://farm9.staticflickr.com/8457/8036324423_fdc70579cc.jpg
2249797026,3,141.3525,43.059607,http://farm3.staticflickr.com/2379/2249797026_411edeb18f.jpg
2252002128,2,141.3525,43.059607,http://farm3.staticflickr.com/2168/2252002128_2594980638.jpg
2787872256,-1,141.352636,43.059319,http://farm4.staticflickr.com/3260/2787872256_2bd8363e9c.jpg
8036330448,0,141.352393,43.059011,http://farm9.staticflickr.com/8180/8036330448_905963b5e2.jpg
8036295184,0,141.352393,43.059011,http://farm9.staticflickr.com/8039/8036295184_c8f84b2554.jpg
8036308804,2,141.352393,43.059011,http://farm9.staticflickr.com/8320/8036308804_fb052d9291.jpg
8036315986,0,141.352393,43.059011,http://farm9.staticflickr.com/8175/8036315986_fdc032c76a.jpg
8036308335,0,141.352393,43.059011,http://farm9.staticflickr.com/8318/8036308335_4339bcd32d.jpg
3654935550,2,141.352158,43.059338,http://farm4.staticflickr.com/3319/3654935550_f89e23f071.jpg
8036323926,0,141.352393,43.059011,http://farm9.staticflickr.com/8029/8036323926_74a64a47ae.jpg
4693620914,-1,141.353158,43.058988,http://farm5.staticflickr.com/4014/4693620914_fc027bbbdb.jpg
8036307226,0,141.352393,43.059011,http://farm9.staticflickr.com/8452/8036307226_7836c8cccc.jpg
8036296306,0,141.352393,43.059011,http://farm9.staticflickr.com/8173/8036296306_dee1b2be39.jpg
8036281454,0,141.352393,43.059011,http://farm9.staticflickr.com/8313/8036281454_085123ab03.jpg
13666605745,-1,141.351974,43.05865,http://farm3.staticflickr.com/2820/13666605745_d37423e345.jpg
2249457189,-1,141.3525,43.059607,http://farm3.staticflickr.com/2354/2249457189_d0eb8b7881.jpg
8036281756,0,141.352393,43.059011,http://farm9.staticflickr.com/8041/8036281756_05cd021943.jpg
2251196207,-1,141.3525,43.059607,http://farm3.staticflickr.com/2137/2251196207_a926d86c3c.jpg
8820227310,-1,141.352605,43.058943,http://farm8.staticflickr.com/7338/8820227310_b7aeb0b633.jpg
8036316973,-1,141.352393,43.059011,http://farm9.staticflickr.com/8449/8036316973_b37301244d.jpg
8036314924,0,141.352393,43.059011,http://farm9.staticflickr.com/8450/8036314924_6f42df9fc8.jpg
6331761590,0,141.352125,43.058611,http://farm7.staticflickr.com/6238/6331761590_58f95cfe52.jpg
8036345582,0,141.352393,43.059011,http://farm9.staticflickr.com/8315/8036345582_4a0179d2ef.jpg
2251165399,-1,141.3525,43.059607,http://farm3.staticflickr.com/2131/2251165399_caea9f205b.jpg
8036310362,0,141.352393,43.059011,http://farm9.staticflickr.com/8457/8036310362_b8946e8725.jpg
2580884258,0,141.352291,43.058891,http://farm4.staticflickr.com/3278/2580884258_f9ae3c7fb5.jpg
8036344711,0,141.352393,43.059011,http://farm9.staticflickr.com/8033/8036344711_f23414fe85.jpg
2251119563,2,141.3525,43.059607,http://farm3.staticflickr.com/2137/2251119563_6ae8b13eaa.jpg
2250246666,-1,141.3525,43.059607,http://farm3.staticflickr.com/2381/2250246666_c3925d12d1.jpg
8036310753,0,141.352393,43.059011,http://farm9.staticflickr.com/8449/8036310753_ee8caa0ddc.jpg
8036313945,0,141.352393,43.059011,http://farm9.staticflickr.com/8319/8036313945_0e9f2d23b4.jpg
8036305403,0,141.352393,43.059011,http://farm9.staticflickr.com/8040/8036305403_daebfd5713.jpg
7905768010,-1,141.351979,43.058905,http://farm9.staticflickr.com/8302/7905768010_75652aba7c.jpg
8036264253,0,141.352393,43.059011,http://farm9.staticflickr.com/8450/8036264253_052b83666b.jpg
